date,new_price_usd,used_price_usd,used_source
2026-05-09,320.00,,
2026-05-10,320.00,,
2026-05-11,320.00,,
2026-05-12,320.00,,
2026-05-13,320.00,,
2026-05-14,320.00,,
2026-05-15,320.00,,
