date,new_price_usd,used_price_usd,used_source
2026-05-09,7150.00,,
2026-05-10,7150.00,,
2026-05-11,7150.00,,
2026-05-12,7150.00,,
2026-05-13,7150.00,,
2026-05-14,7150.00,,
2026-05-15,7150.00,,
2026-05-16,7150.00,,
2026-05-17,7150.00,,
2026-05-18,7150.00,,
2026-05-19,7150.00,,
2026-05-20,7150.00,,
2026-05-21,7150.00,,
2026-05-22,7150.00,,
2026-05-23,7150.00,,
2026-05-24,7150.00,,
2026-05-25,7150.00,,
2026-05-26,7150.00,,
2026-05-27,7150.00,,
2026-05-28,7150.00,,
2026-05-29,7150.00,,
2026-05-30,7150.00,,
2026-05-31,7150.00,,
2026-06-01,7150.00,,
2026-06-02,7150.00,,
2026-06-03,7150.00,,
2026-06-04,7150.00,,
2026-06-05,7150.00,,
2026-06-06,7150.00,,
2026-06-07,7150.00,,
2026-06-08,7150.00,,
2026-06-09,7150.00,,
2026-06-10,7150.00,,
2026-06-11,7150.00,,
2026-06-12,7150.00,,
2026-06-13,7150.00,,
2026-06-14,7150.00,,
2026-06-15,7150.00,,
2026-06-16,7150.00,,
2026-06-17,7150.00,,
2026-06-18,7150.00,,
2026-06-19,7150.00,,
2026-06-20,7150.00,,
2026-06-21,7150.00,,
2026-06-22,7150.00,,
2026-06-23,7150.00,,
2026-06-24,7150.00,,
2026-06-25,7150.00,,
2026-06-26,7150.00,,
2026-06-27,7150.00,,
2026-06-28,7150.00,,
2026-06-29,7150.00,,
2026-06-30,7150.00,,
2026-07-01,7150.00,,
2026-07-02,7150.00,,
2026-07-03,7150.00,,
2026-07-04,7150.00,,
2026-07-05,7150.00,,
2026-07-06,7150.00,,
2026-07-07,7150.00,,
2026-07-08,7150.00,,
2026-07-09,7150.00,,
2026-07-10,7150.00,,
2026-07-11,7150.00,,
2026-07-12,7150.00,,
2026-07-13,7150.00,,
2026-07-14,7150.00,,
2026-07-15,7150.00,,
2026-07-16,7150.00,,
2026-07-17,7150.00,,
2026-07-18,7150.00,,
2026-07-19,7150.00,,
2026-07-20,7150.00,,
2026-07-21,7150.00,,
