date,new_price_usd,used_price_usd,used_source
2026-05-09,584.00,,
2026-05-10,584.00,,
2026-05-11,584.00,,
2026-05-12,584.00,,
2026-05-13,584.00,,
2026-05-14,584.00,,
2026-05-15,584.00,,
2026-05-16,584.00,,
2026-05-17,584.00,,
2026-05-18,584.00,,
2026-05-19,584.00,,
2026-05-20,584.00,,
2026-05-21,584.00,,
2026-05-22,584.00,,
2026-05-23,584.00,,
2026-05-24,584.00,,
2026-05-25,584.00,,
2026-05-26,584.00,,
2026-05-27,584.00,,
2026-05-28,584.00,,
2026-05-29,584.00,,
2026-05-30,584.00,,
2026-05-31,584.00,,
2026-06-01,584.00,,
2026-06-02,584.00,,
2026-06-03,584.00,,
2026-06-04,584.00,,
2026-06-05,584.00,,
2026-06-06,584.00,,
2026-06-07,584.00,,
2026-06-08,584.00,,
2026-06-09,584.00,,
