date,daily_profit_usd,monthly_profit_usd,coin,hashrate,power_w,electricity_cost
2026-09-21,5.8,174.0,BTCB2,3.7Th,3400,0.06
2026-09-22,7.4,222.0,BTCB2,3.7Th,3400,0.06
